TH	1.408248
DDC	1.577350
DBH	1.912871
PNMT	2.000000
SLC18A2	1.707107
NPFF	2.000000
SLC12A7	2.000000
SYT1	2.000000
AGA	2.000000
ANGPT1	2.000000
CHGA	2.000000
CPEB4	2.000000
GH	2.000000
IGSF1	2.000000
MEST	1.912871
NKTR	2.000000
NUCB2	2.000000
PITX2	1.816497
POU1F1	2.000000
PRL	2.000000
RAB27A	2.000000
RCN3	2.000000
SEZ6L2	2.000000
SIX6	1.912871
TBRG1	2.000000
TMEM130	1.912871
POMC	1.912871
GMPPA	2.000000
TRIM30B	2.000000
GNB3	2.000000
HEPACAM2	2.000000
ASB4	2.000000
RAX	1.816497
NKX2-1	2.000000
FGF10	2.000000
FSHB	2.000000
PCSK1	2.000000
GNRHR	2.000000
PITX1	1.912871
TSHB	1.912871
PAX7	2.000000
LHB	2.000000
S100B	1.577350
SLC1A2	1.816497
GFAP	1.000000
BYSL	2.000000
ALDH1L1	1.912871
CD40	1.912871
SLC1A3	1.577350
FGFR3	2.000000
GJB6	1.912871
AQP4	1.577350
HTRA1	2.000000
S100A8	1.912871
CLDN10	2.000000
ITIH3	1.912871
NKAIN4	1.912871
ACSL6	2.000000
ACSBG1	1.912871
TRIL	2.000000
AGT	2.000000
GPR37L1	1.707107
SLC4A4	1.912871
NTSR2	1.912871
SLC6A11	2.000000
HSPA2	1.912871
SLC16A2	1.816497
SYNE1	1.912871
DIO2	1.912871
SLC7A10	2.000000
ENTPD2	2.000000
HSPB6	2.000000
PLXNB1	2.000000
LCAT	2.000000
PLA2G7	2.000000
CMTM5	1.912871
S1PR1	2.000000
SLC39A12	2.000000
LUZP2	1.912871
GSTA4	2.000000
SLC25A28	2.000000
SLC25A46	1.912871
WNT3	2.000000
FZD2	2.000000
TEAD1	2.000000
RLBP1	2.000000
ALDOC	1.707107
GJA1	1.912871
APOE	1.912871
LCN2	2.000000
SOX9	1.912871
VIM	1.912871
CCR7	2.000000
AANAT	1.912871
FABP7	1.912871
SOCS3	2.000000
SYNM	1.912871
HMG20A	2.000000
NFATC3	2.000000
SRR	2.000000
SLC1A6	1.816497
ETS1	2.000000
SLIT1	2.000000
SNPH	2.000000
IL23A	2.000000
GDF10	2.000000
GRIA4	1.816497
GRM3	2.000000
A2M	2.000000
PTCH1	2.000000
CDC42EP4	2.000000
BTBD17	2.000000
