GNLY	2.000000
PTGDS	2.000000
GZMB	1.707107
S100B	2.000000
FGFBP2	2.000000
NKG7	1.866025
PRF1	1.866025
KLRF1	2.000000
HOPX	2.000000
CST7	2.000000
KLRD1	1.866025
CTSW	2.000000
SPON2	2.000000
IFITM1	2.000000
GZMA	2.000000
CD247	1.866025
CLIC3	2.000000
CD7	1.866025
ADGRG1	2.000000
CCL5	2.000000
TRDC	2.000000
STMN1	2.000000
HMGB2	2.000000
TYMS	2.000000
MKI67	2.000000
UBE2C	2.000000
TUBA1B	2.000000
ASPM	2.000000
CENPA	2.000000
TOP2A	2.000000
PCNA	2.000000
AURKB	2.000000
BIRC5	2.000000
NUSAP1	2.000000
TROAP	2.000000
TUBB	2.000000
H2AFX	2.000000
CENPF	2.000000
CCNB1	2.000000
H2AFZ	2.000000
TRGV2	2.000000
TRGV10	2.000000
TRGV11	2.000000
TRGV1	2.000000
TRGV3	2.000000
TRGV4	2.000000
TRGV5	2.000000
TRGV8	2.000000
TRGV9	2.000000
TRGJ1	2.000000
TRGJ2	2.000000
TRGJP1	2.000000
TRGJP2	2.000000
TRGJP	2.000000
TRGC1	2.000000
TRGC2	2.000000
TRDD1	2.000000
TRDD2	2.000000
TRDD3	2.000000
TRDJ1	2.000000
TRDJ2	2.000000
TRDJ3	2.000000
TRDJ4	2.000000
TRDV1	2.000000
TRDV2	2.000000
TRDV3	2.000000
IL12RB2	2.000000
IL17RA	2.000000
IL12RB1	2.000000
KLRB1	1.866025
RORA	1.866025
ITGB2	2.000000
EGR1	2.000000
MAP3K8	2.000000
NR4A1	2.000000
TNFRSF8	2.000000
IL2RB	2.000000
ZBTB16	2.000000
TBX21	1.866025
GATA3	1.866025
NCAM1	2.000000
S1PR1	2.000000
STYK1	2.000000
TCF7	1.866025
SLAMF7	2.000000
CXCR4	1.866025
CD44	2.000000
CD3D	1.500000
CD4	1.000000
SELL	1.707107
CCR7	1.707107
CD2	1.707107
CD27	1.866025
CD28	1.707107
CD5	1.866025
CD69	1.866025
CD8A	2.000000
TRAC	1.866025
BCL6	2.000000
CD84	2.000000
IL6R	2.000000
SLAMF1	2.000000
CD40LG	1.866025
CXCR5	2.000000
TNFSF4	2.000000
ICOS	1.707107
PDCD1	2.000000
CD200	2.000000
P2RX7	2.000000
IFNG	2.000000
IL2	2.000000
DPP4	2.000000
CXCR3	2.000000
CCR1	2.000000
CCR5	1.866025
TNFSF11	2.000000
HAVCR2	2.000000
IL18R1	2.000000
LTBR	2.000000
TNF	2.000000
LTA	2.000000
CSF2	2.000000
IL4	2.000000
IL5	2.000000
IL6	2.000000
IL10	1.866025
IL13	2.000000
CCR8	2.000000
CCR3	2.000000
PTGDR2	2.000000
HAVCR1	2.000000
IL1R2	2.000000
IRF4	2.000000
STAT6	2.000000
IL17A	2.000000
IL17F	2.000000
IL21	2.000000
IL22	2.000000
RORC	2.000000
CD38	2.000000
AHR	2.000000
CCR10	2.000000
CCR4	1.866025
CCR6	1.866025
IL9	2.000000
IL1RL1	2.000000
FOXP3	1.866025
CD3G	1.866025
TNFRSF4	1.866025
IL17RB	2.000000
HPGDS	2.000000
NFATC2	2.000000
NFKB1	2.000000
NR3C1	2.000000
PPARG	2.000000
ITGB5	2.000000
BCL2	2.000000
GRAP2	2.000000
TBC1D10C	2.000000
CYTIP	2.000000
KPNA4	2.000000
EPSTI1	2.000000
APBB1IP	2.000000
RHOH	2.000000
GIMAP1	2.000000
ACP5	2.000000
IKZF1	2.000000
SP100	2.000000
DGKA	2.000000
IL7R	2.000000
ITGB7	2.000000
BIN2	2.000000
RAPGEF6	2.000000
ARHGEF1	2.000000
S100A9	2.000000
ARHGAP15	2.000000
CD3E	2.000000
SKAP1	2.000000
GIMAP4	2.000000
PTPRC	2.000000
LAT	2.000000
LEF1	2.000000
SEPT1	2.000000
ARHGAP45	2.000000
SATB1	2.000000
PTPRCAP	2.000000
S100A8	2.000000
LTB	2.000000
LCK	2.000000
TRBC2	2.000000
CXCR6	2.000000
ITGAE	1.866025
ENPP1	2.000000
IKZF2	2.000000
IL2RA	2.000000
ENTPD1	2.000000
NT5E	2.000000
CTLA4	2.000000
LAG3	2.000000
IZUMO1R	2.000000
CNGB1	2.000000
TNFRSF18	2.000000
MAF	2.000000
IL1R1	2.000000
ITGB8	2.000000
LRRC32	2.000000
FOLR1	2.000000
