s1,s2,s3
36.7271293974364,-24.8740755984172,1.04828104498144
-9.45278400079765,-30.1083302995946,-1.97943503942059
-26.8675108418544,-42.2858469955222,-15.2904337984713
-2.29395907183426,-28.6955748619387,15.5537545631769
28.7340573784199,-28.3350936478613,-7.6157943503242
-11.4777569423734,-51.130427668855,-25.7961354116316
11.4921456064273,-10.9853191199721,-33.03912447866
-0.582325158676562,-36.8965385415247,19.0321891986626
-9.16658509120553,0.152931159192751,-13.9634813446718
-10.6383954420056,-27.9538673516034,-0.486709787967378
4.59685724325427,-32.1866844308726,19.7090710396573
-6.37329783487177,1.05455209632595,-11.9392285812014
-38.2251416202065,-33.9072711946468,14.0107758256968
30.3725103812953,-29.1248623082528,4.96419529168569
28.2331189017844,-34.7641684365978,5.73232637874204
6.92968937273651,-13.3416531828234,40.6156422389155
-24.7698732268481,-46.1406879290856,-11.0424003622326
-36.4095812575711,-12.7065594823365,-21.6718529793837
25.3361936511674,-31.4649889188134,3.22875784055346
30.1445920541814,-32.7703150800894,-10.3192112476189
21.728915088049,-33.9646206197056,1.7611544221872
-7.24253087178692,1.8874842455533,-12.8983890522557
9.5666088788318,-15.796621850155,38.9840176385182
-31.6984565454125,-9.05785379591488,40.707435518424
29.2316194155501,-28.8679863684923,7.6512685747174
-10.669478862655,-28.2178604213416,-0.275221853669539
-28.6245653313309,-13.325331545261,41.6894801689369
-18.6679325796265,-47.8052405482767,-15.786087355386
32.6833717270387,-27.9332092727506,-7.75630728662774
9.74255601100755,-18.397567542096,33.1950043465126
-2.19508995134463,-28.7673589139515,14.9799447992805
38.7035714627325,-28.6951586451846,-14.4746212278468
-4.69745446317664,-41.9084036628434,8.17004176007878
7.48187971017956,-16.4363824002559,41.3463180262118
3.76281922151363,-33.2801468459414,10.5267718290863
34.432003169691,-20.7679750762252,-3.29086801043346
-1.88062396943527,-20.7653302668067,3.89240595890072
1.64015199756274,-29.7935316944699,9.28316437876201
-26.6045241247203,18.0935904611596,27.8468370181678
2.07192140880964,-21.9545568635941,8.99100218186638
-0.126746372891519,-37.5084480101079,17.2651249059388
7.51494041453798,-13.1473733810932,40.401986230653
4.76225896614439,-37.1006964567835,14.0409213811615
30.3287220829822,-27.5329497663875,9.69739238646599
1.93722298318878,-38.643712283913,8.17045058908995
29.0217059676465,-27.7662060519298,-6.93159050814979
32.2954682341051,-25.868804355638,3.8027971817592
-27.8962059326386,-18.5785239349242,43.8961293694398
35.1496503668334,-25.6579625898008,-7.05222286762909
-8.4392284949297,-38.6070193348576,5.94153600149275
4.40466347542538,-32.3446811093231,20.0775984088967
7.82595699003005,-12.4468323375568,-30.0632089051529
-1.4403205272089,-43.5874925653175,2.74592803191185
25.6707576949477,-25.8615019901625,-4.7781224035878
40.0014864752245,-26.4762005056794,-3.83491825531104
36.0889809978691,-23.6901532881161,1.84797041511546
5.75698999269829,-13.4409732871185,40.1921026797831
3.99110289360827,-28.1581925228742,27.9425534037051
-27.0656376107569,-45.47891158855,-13.6724475962343
28.5924941448511,-33.6713484795025,15.1228074423238
-38.0968953325221,-12.363484097341,-21.0544683482161
0.906467682138232,41.0005864282714,26.998573809372
-11.8429460542261,-51.9119395785182,-21.623500288629
