CTRB1	2.000000
KLK1	2.000000
RBPJL	2.000000
PTF1A	1.816497
TRY4	2.000000
CELA3A	2.000000
PRSS1	2.000000
AMY2A2	2.000000
SPINK1	1.816497
ZG16	2.000000
CEL	2.000000
CELA2A	2.000000
AMY2A3	2.000000
CPB1	2.000000
CELA1	2.000000
AMY2A5	2.000000
RNASE1	2.000000
AMY2B	2.000000
CPA2	2.000000
CPA1	2.000000
CELA3B	2.000000
PNLIP	2.000000
PLA2G1B	2.000000
PRSS2	2.000000
CLPS	2.000000
SYCN	2.000000
PNLIPRP1	1.816497
CTRC	2.000000
REG3A	2.000000
PRSS3	2.000000
CFB	1.816497
GDF15	1.816497
MUC1	1.816497
DUOXA2	2.000000
OLFM4	2.000000
GSTA1	2.000000
LGALS2	2.000000
PDZK1IP1	2.000000
RARRES2	2.000000
CXCL17	2.000000
UBD	2.000000
GSTA2	2.000000
ANPEP	2.000000
ANGPTL4	2.000000
ALDOB	2.000000
GCG	2.000000
TTR	2.000000
GLP1R	2.000000
ARX	1.000000
POU3F4	2.000000
NKX2-2	1.000000
RESP18	1.816497
PYY	2.000000
PCSK2	1.816497
SLC38A5	2.000000
TM4SF4	2.000000
CRYBA2	2.000000
NKX6-1	1.816497
KCNK16	1.816497
PCSK1	1.577350
PRRG2	2.000000
IRX2	2.000000
ALDH1A1	2.000000
PEMT	2.000000
CHGA	2.000000
SMIM24	2.000000
F10	2.000000
SCGN	1.000000
SLC30A8	1.816497
SH3GL2	1.816497
FAP	2.000000
DPP4	2.000000
GPR119	2.000000
MAFB	1.816497
PAX6	1.577350
NEUROD1	1.577350
LOXL4	2.000000
PLCE1	2.000000
GC	2.000000
KLHL41	2.000000
FEV	2.000000
PTGER3	2.000000
RFX6	2.000000
SMARCA1	2.000000
PGR	2.000000
LDB2	2.000000
IRX1	2.000000
UCP2	1.816497
FXYD5	2.000000
RGS4	2.000000
GLS	2.000000
GCGR	2.000000
JPH3	2.000000
CD40	2.000000
HAMP	2.000000
EZH1	2.000000
NTRK1	2.000000
PDX1	1.000000
SLC2A2	2.000000
NKX6-2	2.000000
INS1	2.000000
INS2	2.000000
FXYD2	1.577350
NPY	2.000000
RIMS1	2.000000
MAFA	2.000000
EFNA5	2.000000
LMX1A	2.000000
PAX4	1.816497
IAPP	1.816497
G6PC2	2.000000
ERO1LB	2.000000
GJD2	2.000000
IGF2	2.000000
SYT13	2.000000
FFAR2	2.000000
NPTX2	1.816497
PFKFB2	2.000000
EDARADD	2.000000
HOPX	2.000000
ADCYAP1	2.000000
CASR	1.816497
ISL1	1.000000
TGFBR3	2.000000
SMAD9	2.000000
SIX3	2.000000
SIX2	2.000000
BMP5	2.000000
PIR	2.000000
STXBP5	2.000000
DLK1	2.000000
MEG3	2.000000
RGS16	1.816497
FFAR4	2.000000
SST	2.000000
PCSK9	2.000000
RBP4	2.000000
HHEX	1.816497
LEPR	2.000000
BAIAP3	2.000000
BCHE	2.000000
GABRB3	2.000000
UNC5B	2.000000
EDN3	2.000000
PRG4	2.000000
GHSR	2.000000
FRZB	1.816497
GABRG2	2.000000
POU3F1	2.000000
BHLHE41	2.000000
EHF	2.000000
LCORL	2.000000
ETV1	1.816497
CFTR	2.000000
HNF1B	2.000000
KRT20	2.000000
ONECUT1	1.816497
AMBP	2.000000
ANXA4	2.000000
SPP1	2.000000
MMP7	2.000000
DEFB1	2.000000
SERPING1	2.000000
TSPAN8	2.000000
CLDN10	2.000000
SLPI	2.000000
SERPINA5	2.000000
PIGR	2.000000
CLDN1	2.000000
LGALS4	2.000000
PERP	2.000000
PDLIM3	2.000000
WFDC2	2.000000
SLC3A1	2.000000
AQP1	2.000000
ALDH1A3	2.000000
VTCN1	2.000000
KRT19	2.000000
TFF1	2.000000
TFF2	2.000000
KRT7	2.000000
CLDN4	2.000000
LAMB3	2.000000
TACSTD2	2.000000
CCL2	2.000000
CXCL2	2.000000
CTSH	2.000000
S100A10	2.000000
GHRL	2.000000
ANXA13	2.000000
PHGR1	2.000000
BMP4	2.000000
HMGCS2	2.000000
TM4SF5	2.000000
OLFML3	2.000000
ASGR1	2.000000
COX6A2	2.000000
NPY1R	2.000000
SLC7A9	2.000000
GRAMD2	2.000000
BHMT	2.000000
OPRK1	2.000000
PTGER4	2.000000
ITGA4	2.000000
EYA4	2.000000
XYLB	2.000000
ELOVL2	2.000000
AFF3	2.000000
CORIN	2.000000
MYO1A	2.000000
HRH2	2.000000
CALCR	2.000000
SLC6A16	2.000000
PCSK6	2.000000
ADAMTS6	2.000000
COL22A1	2.000000
FAM124A	2.000000
COL12A1	2.000000
CD109	2.000000
THSD4	2.000000
ACSL1	2.000000
MS4A8A	2.000000
VTN	2.000000
APOH	2.000000
VSTM2L	2.000000
SPTSSB	2.000000
S100A6	2.000000
KRT8	2.000000
PPY	2.000000
CMTM8	2.000000
PXK	2.000000
SERTM1	2.000000
SLITRK6	1.816497
SEMA3E	2.000000
APOBEC2	2.000000
ABCC9	2.000000
CARTPT	2.000000
THSD7A	2.000000
AQP3	2.000000
ENTPD2	2.000000
PTGFR	2.000000
CHN2	2.000000
EGR3	2.000000
LMO3	2.000000
MEIS1	2.000000
FGB	2.000000
CXCR4	2.000000
EPAS1	2.000000
NEUROG3	2.000000
SOX9	2.000000
RPL23A	2.000000
CTNNB1	2.000000
YAP1	2.000000
MFNG	2.000000
TIMP1	2.000000
RGS5	2.000000
SPON2	2.000000
GEM	2.000000
DYNLT1	2.000000
PDGFRB	2.000000
KRT10	2.000000
CYGB	2.000000
CTGF	2.000000
MMP14	2.000000
NDUFA4L2	2.000000
PDGFRA	2.000000
INHBA	2.000000
TGFB1	2.000000
COL6A1	2.000000
MMP11	2.000000
FN1	2.000000
COL4A1	2.000000
COL6A2	2.000000
MGP	2.000000
COL3A1	2.000000
SPARC	2.000000
COL1A1	2.000000
TIMP3	2.000000
TNFAIP6	2.000000
COL1A2	2.000000
SFRP2	2.000000
COL6A3	2.000000
THY1	2.000000
MPZ	2.000000
EGFL8	2.000000
GFRA1	2.000000
OLFML2A	2.000000
GULP1	2.000000
VGLL3	2.000000
GFRA3	2.000000
