GeneSetLibrary,Rank,TermName,P_value,OddsRatio,CombinedScore,OverlappingGenes,AdjustedP_value
Reactome_Pathways_2024,1,"Metabolism of RNA",2.8437779734444e-07,3.05334692490656,46.0229828145834,"SET,ANP32A,PSMD14,TSEN15,YWHAB,NIP7,DDX23,YBX1,TFB1M,HTATSF1,HSD17B10,EXOSC4,TPR,RPL35,RTRAF,PELP1,SF3A3,RPL39L,PNO1,TRNT1,DDX52,REXO2,SARNP,PSMC2,NHP2,FAM32A,SNRNP25,NSRP1,UBA52,PPIL4,RAN,SRSF9",0.000276983974613484
Reactome_Pathways_2024,2,"Cell Cycle, Mitotic",0.000116512646020026,2.77652782000608,25.148430553283,"RAB2A,CEP57,SET,PSMD14,CEP152,CEP164,UBE2E1,DYNLL1,TUBB4B,PHF8,POLE4,DSN1,ORC6,CCNE1,PSMC2,TPR,MCM3,PCNT,UBA52,RAN",0.0320432937770297
Reactome_Pathways_2024,3,"M Phase",0.000129500957366545,3.16222165051596,28.3076462382263,"RAB2A,CEP57,SET,PSMD14,CEP152,CEP164,UBE2E1,DYNLL1,TUBB4B,PHF8,DSN1,PSMC2,TPR,PCNT,UBA52,RAN",0.0320432937770297
Reactome_Pathways_2024,4,"Cell Cycle",0.000131594635634619,2.54936368086148,22.7805639609554,"RAB2A,CEP57,SET,PSMD14,YWHAB,CEP152,CEP164,UBE2E1,DYNLL1,TUBB4B,PHF8,POLE4,DSN1,ORC6,CCNE1,PSMC2,TPR,MCM3,NHP2,RBBP7,PCNT,UBA52,RAN",0.0320432937770297
Reactome_Pathways_2024,5,"Aggrephagy",0.000209508577236104,10.6575963718821,90.2777905362846,"PARK7,PCNT,DYNLL1,TUBB4B,UBA52",0.0347044918958315
Reactome_Pathways_2024,6,"Metabolism of Proteins",0.000272674416623348,1.8504482413699,15.1870581830317,"B4GALT2,PSMD14,DCTN4,NGLY1,MRPS10,MRPL17,PARK7,ETFB,MRPL15,HSD17B10,DCAF7,YY1,TPR,RPL35,SEC61B,RBBP7,NANS,NUDT14,RAB2A,RPL39L,EIF5B,EIF2B3,CBX5,NSMCE2,UBE2E1,MRPS21,JOSD2,JOSD1,DYNLL1,TUBB4B,GNG11,MRPS6,RAB11A,AIMP1,COPS4,AR,TPST1,RAB30,CCNE1,COPS2,GOLGB1,PSMC2,POMK,VDAC1,MICU2,UBA52,EIF3A",0.0347044918958315
Reactome_Pathways_2024,7,"Regulation of mRNA Stability by Proteins That Bind AU-rich Elements",0.000295054956882705,6.04508322584608,49.1365457370619,"SET,EXOSC4,ANP32A,PSMD14,YWHAB,PSMC2,UBA52",0.0347044918958315
Reactome_Pathways_2024,8,"Selective Autophagy",0.000295054956882705,6.04508322584608,49.1365457370619,"MFN1,VDAC1,PARK7,DYNLL1,PCNT,TUBB4B,UBA52",0.0347044918958315
Reactome_Pathways_2024,9,"Switching of Origins to a Post-Replicative State",0.000320678056532324,5.95576131687243,47.9145338338398,"ORC6,PSMD14,CCNE1,PSMC2,UBE2E1,MCM3,UBA52",0.0347044918958315
Reactome_Pathways_2024,10,"Synthesis of DNA",0.000457361843383453,4.83161157024793,37.1552654662997,"POLE4,ORC6,PSMD14,CCNE1,PSMC2,UBE2E1,MCM3,UBA52",0.0445470435455483
