CTRB1	1.970143
KLK1	1.804400
RBPJL	2.000000
PTF1A	1.970143
CELA3A	2.000000
PRSS1	1.970143
SPINK1	1.970143
ZG16	1.970143
CEL	2.000000
CELA2A	2.000000
CPB1	2.000000
CELA1	1.970143
RNASE1	1.939336
AMY2B	2.000000
CPA2	2.000000
CPA1	1.970143
CELA3B	2.000000
PNLIP	2.000000
CTRB2	2.000000
PLA2G1B	1.970143
PRSS2	1.970143
CLPS	1.970143
REG1A	2.000000
SYCN	1.970143
PNLIPRP1	1.970143
CTRC	2.000000
REG3A	1.970143
SERPINA3	1.970143
PRSS3	2.000000
REG1B	2.000000
CFB	1.970143
GDF15	1.907485
MUC1	1.766965
C15ORF48	2.000000
DUOXA2	2.000000
AKR1C3	1.970143
OLFM4	1.970143
GSTA1	1.939336
LGALS2	1.874475
PDZK1IP1	1.939336
RARRES2	1.804400
CXCL17	1.970143
UBD	2.000000
GSTA2	1.939336
ANPEP	1.804400
LYZ	1.840168
ANGPTL4	1.970143
ALDOB	1.970143
CEBPA	1.804400
EGFR	1.766965
FGF10	1.939336
GSC	2.000000
MMP3	1.970143
PPARG	1.766965
TWIST2	1.970143
GATA3	1.804400
GLI1	1.970143
SMO	1.970143
STAB1	1.907485
WISP2	1.970143
WT1	1.685994
SCARA5	1.970143
HOXC8	1.970143
TCF7L1	1.970143
HOXC9	1.970143
HOXC6	2.000000
HOXC4	2.000000
ZNF521	2.000000
SULT1E1	1.939336
EBF2	1.939336
NRG4	2.000000
SLC36A2	1.970143
P2RX5	1.840168
LEP	1.939336
UCP1	2.000000
CIDEA	1.970143
PRDM16	2.000000
LHX8	1.970143
EPSTI1	1.970143
MC2R	2.000000
FFAR2	1.939336
PIKFYVE	2.000000
CYP11B2	2.000000
TLR2	1.727607
TLR4	1.685994
ADRB1	1.970143
ADRB2	1.939336
ADRB3	2.000000
FABP4	1.685994
TNFRSF9	1.939336
TBX1	1.970143
TMEM26	2.000000
TCF21	1.874475
ADIPOQ	1.939336
CFD	1.907485
ACVR1C	2.000000
SLC2A4	1.939336
LPIN1	2.000000
PLIN1	1.970143
PCK1	1.939336
RETN	2.000000
MEST	1.939336
ADM2	2.000000
STAT6	1.970143
TFE3	2.000000
CPPED1	2.000000
APPL2	1.970143
APOL6	2.000000
PXMP2	2.000000
CAVIN1	2.000000
AGT	1.970143
SLC1A5	1.970143
ACSL1	1.970143
BCAT2	2.000000
PNPLA2	1.970143
CIDEC	2.000000
CDO1	1.907485
APOC1	2.000000
MMP2	1.907485
POSTN	1.874475
LOX	1.727607
COL6A2	1.939336
ZBTB16	1.907485
GULP1	1.939336
FZD4	1.970143
TRIP10	2.000000
FGF7	2.000000
MAOB	1.970143
SOCS1	1.970143
ARNT	2.000000
