CD2	1.632456
CD5	1.894427
MS4A1	1.836660
CR2	1.836660
CD22	1.836660
FCER2	1.836660
CD40	1.836660
CD69	1.447214
CD70	2.000000
CD79A	1.836660
CD79B	1.894427
CD80	1.774597
CD86	1.632456
TNFRSF9	2.000000
SDC1	1.948683
TNFSF4	1.948683
TNFRSF13B	1.894427
TNFRSF13C	1.948683
PDCD1	1.948683
IGHD	1.836660
IGHM	1.836660
RASGRP3	1.948683
HLA-DRA	1.894427
LTB	1.774597
HLA-DQA1	1.948683
FLI1	1.948683
CD14	1.774597
SEMA6D	1.894427
LAIR1	2.000000
IFIT3	1.894427
IGLL1	1.948683
DNTT	2.000000
MME	1.894427
SPN	1.948683
CD19	1.774597
CD24	1.894427
CD27	1.707107
B3GAT1	2.000000
CD72	1.894427
MUM1	2.000000
PAX5	1.948683
JCHAIN	1.894427
MZB1	1.894427
LY6D	2.000000
FCMR	2.000000
BANK1	1.894427
EDEM1	2.000000
VPREB3	1.894427
POU2AF1	2.000000
CRELD2	2.000000
DERL3	1.948683
RALGPS2	1.894427
FCHSD2	2.000000
POLD4	2.000000
TNFRSF17	1.894427
HVCN1	2.000000
FCRLA	2.000000
EDEM2	2.000000
BLNK	1.948683
TXNDC11	2.000000
BTLA	1.948683
SMAP2	2.000000
FKBP11	2.000000
SEC61A1	2.000000
SPCS3	2.000000
SPIB	1.836660
EAF2	1.894427
CXCR4	1.000000
BIRC3	1.948683
IGLC2	1.948683
IGLC3	1.948683
IGLC1	2.000000
IL21R	1.948683
IGKC	1.836660
VPREB1	2.000000
LRMP	2.000000
KLHL6	2.000000
SLAMF6	1.948683
FAM129C	1.948683
BST1	1.948683
MSH5	2.000000
DOK3	2.000000
BACH2	1.894427
PXK	2.000000
IGHG1	1.948683
IGHG3	1.948683
IGHG4	1.948683
CD38	1.836660
PTPRC	1.774597
EBF1	2.000000
BCL11A	1.948683
CCR7	1.632456
CD55	1.948683
CD74	1.836660
CD52	1.894427
TLR9	1.836660
SWAP70	2.000000
HMGA1	2.000000
CD84	1.948683
NT5E	1.948683
ADAM28	1.948683
AIM2	2.000000
ALOX5	2.000000
BLK	1.948683
CCR6	1.894427
CD180	1.836660
CD1C	1.894427
CD37	1.894427
CLCA3P	2.000000
CXCR5	1.894427
DENND5B	1.948683
FCGR2B	1.774597
FCRL2	1.894427
FRK	1.948683
GNG7	1.948683
GPR18	1.948683
GUSBP11	1.894427
HHEX	1.948683
HLA-DOB	1.894427
IFNA10	2.000000
